,timestamp,likeable,surprising,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,age,gender,edu,group
167,2019/01/10 3:30:17 PM EST,8.0,1.0,-84.0,25.0,1.0,15.0,32.0,-88.0,-88.0,54.0,51.0,302.0,,none,high,0
168,2019/01/10 3:33:03 PM EST,6.0,2.0,-88.0,25.0,1.0,16.0,32.0,-86.0,-33.0,56.0,-50.0,300.0,32.0,m,4yr,0
169,2019/01/10 3:35:42 PM EST,3.0,3.0,-86.0,-16.0,1.0,13.0,34.0,-84.0,-16.0,56.0,-50.0,310.0,21.0,m,2yr,0
170,2019/01/10 3:38:57 PM EST,3.0,1.0,-89.0,23.0,1.0,15.0,32.0,-86.0,-31.0,56.0,-51.0,302.0,25.0,m,masters,0
171,2019/01/10 3:43:28 PM EST,8.0,3.0,88.0,300.0,1.0,54.0,56.0,40.0,-40.0,80.0,-80.0,304.0,23.0,f,4yr,0
172,2019/01/10 3:44:47 PM EST,9.0,9.0,-80.0,25.0,1.0,15.0,32.0,-84.0,33.0,51.0,-51.0,304.0,21.0,f,2yr,0
173,2019/01/10 3:53:16 PM EST,6.0,3.0,-22.0,23.0,1.0,15.0,26.0,-65.0,14.0,55.0,12.0,306.0,36.0,m,4yr,0
174,2019/01/10 3:54:05 PM EST,7.0,7.0,-88.0,25.0,1.0,21.0,32.0,-84.0,-33.0,56.0,-51.0,260.0,22.0,m,2yr,0
175,2019/01/10 3:54:29 PM EST,9.0,7.0,0.0,0.0,1.0,15.0,33.0,-80.0,-14.0,56.0,-53.0,0.0,40.0,m,4yr,0
176,2019/01/10 3:55:08 PM EST,4.0,5.0,-80.0,0.0,1.0,15.0,35.0,-80.0,-15.0,60.0,-30.0,350.0,31.0,m,masters,0
177,2019/01/10 4:00:24 PM EST,10.0,7.0,-88.0,40.0,1.0,15.0,32.0,-30.0,-18.0,54.0,-50.0,350.0,19.0,m,high,0
178,2019/01/10 4:02:33 PM EST,5.0,5.0,-33.0,25.0,1.0,15.0,34.0,-84.0,10.0,54.0,-33.0,304.0,22.0,m,4yr,0
179,2019/01/10 4:06:47 PM EST,7.0,6.0,-60.0,50.0,1.0,20.0,30.0,-60.0,10.0,50.0,-50.0,300.0,31.0,m,phd,0
180,2019/01/10 4:09:44 PM EST,3.0,3.0,-80.0,30.0,1.0,15.0,35.0,-80.0,-15.0,56.0,-50.0,300.0,20.0,m,4yr,0
181,2019/01/10 4:10:02 PM EST,6.0,6.0,-88.0,30.0,1.0,10.0,60.0,-84.0,-68.0,52.0,-58.0,302.0,,none,none,0
182,2019/01/10 4:11:38 PM EST,6.0,4.0,87.0,25.0,1.0,14.0,32.0,-87.0,40.0,56.0,-52.0,302.0,18.0,none,high,0
183,2019/01/10 4:12:01 PM EST,7.0,8.0,-82.0,15.0,1.0,15.0,32.0,-84.0,15.0,51.0,-38.0,302.0,16.0,m,high,0
184,2019/01/10 4:16:19 PM EST,6.0,7.0,-87.0,25.0,1.0,15.0,32.0,-56.0,-16.0,56.0,-51.0,304.0,36.0,m,phd,0
185,2019/01/10 4:22:54 PM EST,6.0,3.0,-80.0,25.0,1.0,15.0,32.0,-88.0,-33.0,56.0,-51.0,300.0,27.0,f,4yr,0
186,2019/01/10 4:24:10 PM EST,4.0,4.0,-15.0,15.0,1.0,20.0,35.0,-80.0,15.0,75.0,-30.0,70.0,21.0,m,4yr,0
187,2019/01/10 4:24:50 PM EST,3.0,6.0,-84.0,30.0,1.0,15.0,33.0,-12.0,15.0,56.0,-32.0,302.0,33.0,m,4yr,0
188,2019/01/10 4:25:03 PM EST,3.0,5.0,-88.0,25.0,1.0,15.0,40.0,-60.0,-25.0,54.0,-50.0,80.0,,none,4yr,0
189,2019/01/10 4:29:19 PM EST,3.0,7.0,-80.0,30.0,1.0,15.0,33.0,-84.0,-30.0,56.0,-51.0,302.0,21.0,m,4yr,0
190,2019/01/10 4:35:30 PM EST,3.0,3.0,-88.0,300.0,1.0,15.0,32.0,-84.0,-42.0,55.0,-50.0,302.0,26.0,m,masters,0
191,2019/01/10 4:35:35 PM EST,5.0,2.0,-88.0,33.0,1.0,14.0,34.0,-88.0,-33.0,56.0,-51.0,320.0,34.0,m,4yr,0
192,2019/01/10 4:41:07 PM EST,7.0,3.0,-85.0,100.0,75.0,60.0,0.2,-85.0,20.0,48.0,-50.0,450.0,19.0,m,high,0
193,2019/01/10 4:42:28 PM EST,10.0,8.0,-88.0,30.0,1.0,20.0,23.0,-33.0,-10.0,56.0,-33.0,10.0,,none,high,0
194,2019/01/10 4:43:35 PM EST,5.0,2.0,-90.0,50.0,2.0,60.0,33.0,-80.0,-15.0,50.0,-50.0,300.0,67.0,m,phd,0
195,2019/01/10 4:45:18 PM EST,4.0,2.0,-25.0,50.0,3.0,31.0,12.0,-85.0,-33.0,53.0,-33.0,42.0,,m,high,0
196,2019/01/10 4:50:55 PM EST,8.0,3.0,-60.0,25.0,1.0,15.0,15.0,-86.0,25.0,56.0,-56.0,302.0,38.0,m,phd,0
197,2019/01/10 4:53:47 PM EST,4.0,4.0,-88.0,20.0,1.0,15.0,30.0,-84.0,-33.0,56.0,-51.0,302.0,18.0,m,high,0
198,2019/01/10 4:57:28 PM EST,8.0,6.0,-85.0,88.0,1.0,28.0,32.0,-88.0,-33.0,58.0,-51.0,302.0,54.0,m,4yr,0
199,2019/01/10 4:57:53 PM EST,6.0,4.0,-88.0,25.0,1.0,0.0,0.0,-67.0,-33.0,56.0,-51.0,308.0,27.0,m,4yr,0
200,2019/01/10 4:58:06 PM EST,6.0,5.0,66.0,25.0,1.0,15.0,1.0,84.0,33.0,56.0,50.0,302.0,46.0,none,masters,0
201,2019/01/10 4:59:13 PM EST,2.0,4.0,-100.0,500.0,9.0,0.0,30.0,9001.0,-38.0,56.0,-51.0,300.0,16.0,m,grade,0
202,2019/01/10 4:59:26 PM EST,7.0,3.0,-50.0,30.0,1.0,15.0,32.0,-50.0,-50.0,60.0,-50.0,300.0,37.0,m,phd,0
203,2019/01/10 5:01:23 PM EST,8.0,7.0,0.0,0.0,1.0,15.0,36.0,-84.0,33.0,0.0,-56.0,364.0,,f,masters,0
204,2019/01/10 5:38:30 PM EST,5.0,2.0,-80.0,100.0,1.0,30.0,20.0,-80.0,-50.0,51.0,-50.0,300.0,34.0,m,phd,0
205,2019/01/10 5:49:31 PM EST,6.0,6.0,-88.0,302.0,1.0,15.0,33.0,84.0,26.0,51.0,-51.0,302.0,23.0,f,high,0
206,2019/01/10 5:53:04 PM EST,4.0,3.0,-88.0,25.0,1.0,12.0,32.0,-81.0,-33.0,56.0,-51.0,302.0,34.0,m,4yr,0
207,2019/01/10 5:53:18 PM EST,3.0,5.0,-88.0,51.0,1.0,15.0,10.0,-84.0,33.0,56.0,51.0,302.0,15.0,m,high,0
208,2019/01/10 5:54:42 PM EST,8.0,3.0,-88.0,0.0,1.0,15.0,32.0,-84.0,-30.0,33.0,-51.0,302.0,31.0,m,4yr,0
209,2019/01/10 5:57:13 PM EST,6.0,3.0,-81.0,25.0,1.0,15.0,34.0,-84.0,33.0,51.0,33.0,302.0,23.0,m,masters,0
210,2019/01/10 6:01:28 PM EST,3.0,7.0,88.0,25.0,1.0,15.0,35.0,-84.0,-30.0,56.0,-50.0,50.0,28.0,nb,4yr,0
211,2019/01/10 6:06:29 PM EST,1.0,1.0,-88.0,25.0,1.0,15.0,34.0,-84.0,-33.0,51.0,-51.0,50.0,34.0,m,2yr,0
212,2019/01/10 6:08:54 PM EST,9.0,7.0,52.0,34.0,1.0,51.0,33.0,74.0,-33.0,51.0,51.0,33.0,15.0,m,high,0
213,2019/01/10 6:12:06 PM EST,3.0,2.0,-98.0,25.0,1.0,25.0,33.0,-90.0,15.0,50.0,-50.0,302.0,32.0,m,phd,0
214,2019/01/10 6:24:52 PM EST,7.0,3.0,-50.0,33.0,1.0,15.0,0.0,0.0,-33.0,55.0,-33.0,302.0,,none,none,0
215,2019/01/10 6:39:13 PM EST,7.0,2.0,-84.0,25.0,1.0,15.0,30.0,-30.0,-33.0,54.0,-51.0,302.0,18.0,m,high,0
216,2019/01/10 6:39:57 PM EST,6.0,4.0,-86.0,25.0,1.0,15.0,33.0,-80.0,-33.0,54.0,15.0,306.0,57.0,m,masters,0
217,2019/01/10 6:41:56 PM EST,7.0,5.0,-88.0,30.0,1.0,15.0,80.0,86.0,0.0,54.0,54.0,302.0,38.0,m,4yr,0
218,2019/01/10 6:42:20 PM EST,5.0,8.0,-100.0,50.0,1.0,10.0,30.0,300.0,-30.0,50.0,-10.0,40.0,56.0,m,phd,0
219,2019/01/10 6:44:44 PM EST,2.0,5.0,10.0,33.0,1.0,15.0,30.0,-33.0,55.0,46.0,-3.0,55.0,,none,high,0
220,2019/01/10 6:48:04 PM EST,3.0,3.0,-48.0,306.0,1.0,15.0,38.0,-85.0,-25.0,56.0,-50.0,306.0,68.0,m,masters,0
221,2019/01/10 6:54:03 PM EST,5.0,8.0,-88.0,302.0,1.0,25.0,20.0,-88.0,-33.0,56.0,25.0,302.0,33.0,m,4yr,0
222,2019/01/10 6:55:03 PM EST,8.0,5.0,0.0,20.0,2.0,15.0,30.0,-70.0,-10.0,55.0,-30.0,100.0,18.0,none,high,0
223,2019/01/10 7:15:15 PM EST,9.0,7.0,-50.0,30.0,1.0,15.0,20.0,-10.0,15.0,40.0,-3.0,20.0,23.0,none,4yr,0
224,2019/01/10 7:26:15 PM EST,7.0,5.0,-82.0,82.0,1.0,32.0,36.0,28.0,-36.0,52.0,-36.0,302.0,47.0,m,4yr,0
225,2019/01/10 7:32:38 PM EST,10.0,8.0,-88.0,84.0,1.0,56.0,32.0,-88.0,-33.0,56.0,-88.0,302.0,16.0,f,high,0
226,2019/01/10 7:36:53 PM EST,1.0,2.0,0.0,15.0,1.0,15.0,0.0,15.0,10.0,56.0,56.0,0.0,25.0,m,4yr,0
227,2019/01/10 8:01:27 PM EST,2.0,7.0,-33.0,304.0,1.0,15.0,5.0,-93.0,-33.0,57.0,-51.0,304.0,46.0,m,2yr,0
228,2019/01/10 8:15:14 PM EST,8.0,3.0,-20.0,30.0,1.0,33.0,33.0,-15.0,-30.0,56.0,-25.0,302.0,24.0,m,4yr,0
229,2019/01/10 8:20:50 PM EST,6.0,8.0,88.0,30.0,1.0,15.0,30.16,-84.0,0.0,51.0,-51.0,302.0,36.0,m,phd,0
230,2019/01/10 8:26:12 PM EST,8.0,3.0,-54.0,50.0,1.0,32.0,35.0,-88.0,-33.0,54.0,-32.0,302.0,28.0,m,4yr,0
231,2019/01/10 8:45:46 PM EST,6.0,6.0,-80.0,200.0,1.0,25.0,50.0,-65.0,25.0,70.0,-20.0,302.0,35.0,m,phd,0
232,2019/01/10 8:46:11 PM EST,8.0,2.0,-80.0,30.0,1.0,15.0,32.0,-84.0,-33.0,33.0,-51.0,302.0,64.0,m,phd,0
233,2019/01/10 8:53:10 PM EST,8.0,7.0,-88.0,80.0,1.0,15.0,40.0,-84.0,-42.0,56.0,-33.0,25.0,15.0,nb,grade,0
234,2019/01/10 8:58:05 PM EST,4.0,6.0,88.0,25.0,1.0,33.0,78.0,-84.0,-88.0,64.0,51.0,304.0,,none,none,0
235,2019/01/10 8:58:48 PM EST,9.0,7.0,-80.0,25.0,1.0,30.0,30.0,80.0,33.0,54.0,51.0,302.0,21.0,f,2yr,0
236,2019/01/10 9:10:08 PM EST,7.0,2.0,-88.0,300.0,1.0,15.0,33.0,-83.0,-33.0,56.0,-50.0,300.0,19.0,m,high,0
237,2019/01/10 9:11:00 PM EST,9.0,9.0,-80.0,25.0,1.0,15.0,23.0,-85.0,26.0,56.0,-55.0,203.0,16.0,f,grade,0
238,2019/01/10 9:11:56 PM EST,7.0,4.0,-88.0,25.0,1.0,15.0,32.0,-84.0,-32.0,56.0,-50.0,302.0,36.0,f,4yr,0
239,2019/01/10 9:12:51 PM EST,4.0,3.0,-88.0,350.0,1.0,15.0,35.0,-80.0,-33.0,56.0,50.0,80.0,22.0,m,4yr,0
240,2019/01/10 9:13:23 PM EST,6.0,6.0,-65.0,25.0,1.0,15.0,32.0,-65.0,-20.0,56.0,-33.0,303.0,42.0,f,phd,0
241,2019/01/10 9:13:29 PM EST,8.0,2.0,-10.0,30.0,1.0,15.0,24.0,72.0,47.0,56.0,32.0,36.0,23.0,none,high,0
242,2019/01/10 9:14:07 PM EST,8.0,7.0,-88.0,25.0,1.0,15.0,32.0,68.0,-32.0,56.0,-51.0,25.0,38.0,m,4yr,0
243,2019/01/10 9:16:25 PM EST,3.0,4.0,-88.0,10.0,1.0,15.0,35.0,-80.0,-33.0,55.0,-50.0,300.0,26.0,m,4yr,0
244,2019/01/10 9:18:40 PM EST,6.0,4.0,-80.0,80.0,1.0,32.0,32.0,-88.0,-50.0,56.0,-50.0,300.0,35.0,m,phd,0
245,2019/01/10 9:19:06 PM EST,4.0,3.0,-30.0,40.0,1.0,20.0,10.0,-85.0,-30.0,56.0,-50.0,60.0,22.0,m,high,0
246,2019/01/10 9:20:09 PM EST,7.0,4.0,-50.0,23.0,1.0,25.0,32.0,-80.0,-20.0,56.0,-35.0,300.0,49.0,m,masters,0
247,2019/01/10 9:24:30 PM EST,5.0,3.0,-80.0,36.0,16.0,30.0,30.0,-80.0,-30.0,60.0,-50.0,400.0,27.0,m,4yr,0
248,2019/01/10 9:27:16 PM EST,3.0,7.0,-88.0,20.0,1.0,12.0,36.0,-80.0,-29.0,56.0,-50.0,300.0,20.0,m,high,0
249,2019/01/10 9:27:19 PM EST,5.0,6.0,-88.0,60.0,1.0,15.0,32.0,10.0,-33.0,55.0,-54.0,304.0,28.0,f,high,0
250,2019/01/10 9:28:07 PM EST,6.0,7.0,-16.0,25.0,1.0,15.0,33.0,-84.0,-38.0,56.0,-55.0,302.0,,m,2yr,0
251,2019/01/10 9:29:07 PM EST,5.0,7.0,-86.0,90.0,1.0,15.0,30.0,-88.0,-25.0,56.0,-51.0,302.0,39.0,m,4yr,0
252,2019/01/10 9:30:28 PM EST,8.0,3.0,-88.0,25.0,1.0,15.0,32.0,-86.0,-32.0,58.0,-30.0,200.0,15.0,m,high,0
253,2019/01/10 9:32:35 PM EST,8.0,1.0,-85.0,15.0,1.0,15.0,32.0,-54.0,-31.0,56.0,-50.0,86.0,25.0,nb,high,0
254,2019/01/10 9:32:54 PM EST,5.0,3.0,-88.0,0.0,1.0,15.0,0.0,-84.0,0.0,53.0,-48.0,302.0,29.0,f,masters,0
255,2019/01/10 9:32:57 PM EST,8.0,7.0,-88.0,30.0,1.0,15.0,10.0,-80.0,-80.0,51.0,-50.0,302.0,43.0,m,phd,0
256,2019/01/10 9:33:58 PM EST,8.0,4.0,-80.0,28.0,1.0,15.0,36.0,-84.0,33.0,56.0,-56.0,300.0,20.0,m,high,0
257,2019/01/10 9:38:15 PM EST,4.0,4.0,-85.0,25.0,1.0,15.0,32.0,-84.0,-20.0,56.0,-10.0,302.0,20.0,m,high,0
258,2019/01/10 9:38:38 PM EST,6.0,3.0,-88.0,25.0,1.0,15.0,32.0,0.0,-33.0,56.0,-52.0,302.0,25.0,none,2yr,0
259,2019/01/10 9:38:43 PM EST,9.0,9.0,-88.0,25.0,1.0,15.0,33.0,-84.0,-36.0,57.0,-51.0,302.0,28.0,m,phd,0
260,2019/01/10 9:47:18 PM EST,7.0,7.0,-88.0,100.0,1.0,15.0,32.0,-60.0,4.0,56.0,-60.0,300.0,22.0,m,4yr,0
261,2019/01/10 9:57:52 PM EST,7.0,8.0,-14.0,25.0,1.0,32.0,32.0,-84.0,-14.0,56.0,-54.0,302.0,21.0,m,2yr,0
262,2019/01/10 10:00:01 PM EST,6.0,8.0,82.0,82.0,1.9,15.0,58.0,-52.0,0.0,56.0,51.0,85.0,,none,4yr,0
263,2019/01/10 10:05:12 PM EST,6.0,7.0,-80.0,25.0,0.5,30.0,34.0,-600.0,-30.0,58.0,-50.0,300.0,40.0,f,phd,0
264,2019/01/10 10:07:04 PM EST,10.0,5.0,-85.0,34.0,1.0,15.0,32.0,-83.0,-33.0,72.0,-43.0,84.0,29.0,m,4yr,0
265,2019/01/10 10:08:50 PM EST,5.0,5.0,-55.0,25.0,1.0,25.0,8.0,-75.0,-33.0,55.0,-25.0,5.0,58.0,m,masters,0
266,2019/01/10 10:17:02 PM EST,7.0,7.0,-93.0,50.0,1.0,18.0,33.0,-86.0,-33.0,56.0,-55.0,303.0,31.0,m,4yr,0
267,2019/01/10 10:17:06 PM EST,4.0,4.0,-88.0,25.0,1.0,15.0,33.0,-31.0,-33.0,56.0,-51.0,25.0,72.0,f,phd,0
268,2019/01/10 10:23:44 PM EST,10.0,7.0,-23.0,30.0,1.0,10.0,15.0,-83.0,35.0,56.0,-53.0,200.0,11.0,m,grade,0
269,2019/01/10 10:35:44 PM EST,9.0,4.0,-80.0,50.0,1.0,15.0,5.0,-80.0,-30.0,85.0,-50.0,302.0,22.0,m,4yr,0
270,2019/01/10 10:39:51 PM EST,1.0,7.0,-8.0,0.0,1.0,15.0,0.0,0.0,0.0,56.0,0.0,0.0,,none,phd,0
271,2019/01/10 10:44:12 PM EST,7.0,8.0,88.0,300.0,1.0,28.0,25.0,34.0,11.0,54.0,34.0,300.0,14.0,none,grade,0
272,2019/01/10 11:00:08 PM EST,4.0,3.0,-88.0,25.0,1.0,15.0,32.0,-85.0,33.0,54.0,-50.0,300.0,33.0,m,phd,0
273,2019/01/10 11:19:06 PM EST,4.0,2.0,-88.0,15.0,1.0,16.0,5.0,-67.0,-25.0,54.0,-32.0,302.0,18.0,m,grade,0
274,2019/01/10 11:23:15 PM EST,6.0,5.0,-90.0,10.0,1.0,16.0,32.0,-80.0,-52.0,55.0,-30.0,332.0,,none,4yr,0
275,2019/01/10 11:30:51 PM EST,6.0,4.0,-88.0,25.0,1.0,15.0,15.0,-82.0,-24.0,54.0,-24.0,33.0,41.0,m,masters,0
276,2019/01/10 11:47:50 PM EST,8.0,3.0,-23.0,25.0,1.0,15.0,32.0,-84.0,15.0,56.0,-52.0,0.0,17.0,m,high,0
277,2019/01/11 12:00:24 AM EST,3.0,7.0,-88.0,15.0,1.0,15.0,32.0,-84.0,-33.0,56.0,-51.0,302.0,24.0,m,high,0
278,2019/01/11 12:10:14 AM EST,7.0,2.0,-300.0,100.0,1.0,15.0,32.0,-300.0,0.0,56.0,-50.0,302.0,45.0,m,masters,0
279,2019/01/11 12:17:27 AM EST,5.0,3.0,-88.0,50.0,1.0,15.0,33.0,-84.0,1.0,56.0,-51.0,302.0,47.0,m,phd,0
280,2019/01/11 12:17:54 AM EST,6.0,7.0,9.0,25.0,1.0,25.0,33.0,-90.0,-16.0,53.0,-53.0,25.0,28.0,m,4yr,0
281,2019/01/11 12:18:11 AM EST,2.0,3.0,-80.0,300.0,1.0,12.0,32.0,-80.0,-30.0,70.0,-60.0,300.0,30.0,none,4yr,0
282,2019/01/11 12:28:04 AM EST,10.0,8.0,-88.0,0.0,1.0,15.0,0.0,-84.0,0.0,52.0,0.0,300.0,21.0,m,high,0
283,2019/01/11 12:32:30 AM EST,8.0,6.0,-75.0,25.0,1.0,15.0,34.0,-85.0,10.0,46.0,-25.0,25.0,48.0,m,4yr,0
284,2019/01/11 12:33:00 AM EST,7.0,4.0,-60.0,20.0,1.0,10.0,30.0,-40.0,0.0,52.0,0.0,24.0,39.0,m,high,0
285,2019/01/11 12:45:44 AM EST,3.0,4.0,-32.0,300.0,1.0,28.0,32.0,33.0,-88.0,52.0,-20.0,302.0,23.0,m,4yr,0
286,2019/01/11 12:51:54 AM EST,6.0,3.0,-87.0,25.0,1.0,25.0,32.0,-84.0,-33.0,51.0,-51.0,302.0,28.0,m,4yr,0
287,2019/01/11 1:07:49 AM EST,4.0,2.0,-50.0,100.0,1.0,15.0,5.0,-84.0,-30.0,51.0,-50.0,300.0,30.0,m,masters,0
288,2019/01/11 1:09:34 AM EST,10.0,7.0,16.0,35.0,1.0,15.0,30.0,15.0,33.0,56.0,30.0,60.0,32.0,m,4yr,0
289,2019/01/11 1:10:25 AM EST,9.0,7.0,-88.0,-15.0,1.0,15.0,15.0,15.0,-15.0,51.0,-51.0,302.0,25.0,m,4yr,0
290,2019/01/11 1:38:57 AM EST,9.0,7.0,-75.0,30.0,1.0,15.0,33.0,-60.0,-35.0,56.0,-50.0,80.0,25.0,m,high,0
291,2019/01/11 1:39:15 AM EST,7.0,6.0,0.0,302.0,1.0,15.0,25.0,84.0,33.0,54.0,0.0,30.0,53.0,m,2yr,0
292,2019/01/11 1:48:35 AM EST,5.0,7.0,88.0,51.0,1.0,35.0,33.0,-50.0,-33.0,50.0,-51.0,303.0,15.0,m,high,0
293,2019/01/11 1:48:53 AM EST,6.0,5.0,0.0,80.0,1.0,15.0,25.0,0.0,-50.0,56.0,-50.0,300.0,30.0,none,4yr,0
294,2019/01/11 1:59:24 AM EST,2.0,7.0,88.0,50.0,1.0,1.0,20.0,30.0,-300.0,51.0,-50.0,300.0,23.0,m,4yr,0
295,2019/01/11 2:08:59 AM EST,3.0,5.0,-83.0,26.0,1.0,15.0,36.0,-84.0,-35.0,51.0,-52.0,302.0,24.0,m,4yr,0
296,2019/01/11 2:13:24 AM EST,9.0,7.0,-5.0,20.0,0.46,18.0,32.0,40.0,3.0,55.0,51.0,302.0,21.0,m,high,0
297,2019/01/11 2:15:51 AM EST,7.0,3.0,-86.0,25.0,1.0,12.0,56.0,-85.0,-20.0,58.0,-50.0,306.0,30.0,m,phd,0
298,2019/01/11 2:16:20 AM EST,7.0,4.0,-88.0,25.0,1.0,0.0,30.0,0.0,0.0,56.0,-50.0,300.0,35.0,m,masters,0
299,2019/01/11 2:24:23 AM EST,7.0,4.0,-80.0,50.0,1.0,15.0,15.0,-84.0,30.0,54.0,-20.0,302.0,23.0,m,masters,0
300,2019/01/11 2:27:55 AM EST,5.0,7.0,88.0,80.0,1.0,15.0,33.0,-85.0,-30.0,50.0,-50.0,300.0,21.0,m,high,0
301,2019/01/11 2:36:23 AM EST,9.0,8.0,-80.0,56.0,1.0,15.0,30.0,-80.0,-30.0,56.0,-50.0,300.0,34.0,m,masters,0
302,2019/01/11 2:42:26 AM EST,5.0,7.0,33.0,306.0,1.0,12.0,34.0,-83.0,-33.0,83.0,-54.0,306.0,18.0,m,2yr,0
303,2019/01/11 2:43:59 AM EST,9.0,3.0,88.0,0.0,1.0,15.0,35.0,84.0,30.0,85.0,50.0,35.0,37.0,m,4yr,0
304,2019/01/11 3:05:44 AM EST,3.0,6.0,-50.0,100.0,1.0,15.0,30.0,-50.0,10.0,56.0,-50.0,306.0,50.0,none,4yr,0
305,2019/01/11 3:09:15 AM EST,2.0,4.0,-88.0,30.0,1.0,30.0,30.0,-88.0,-33.0,54.0,-50.0,302.0,28.0,m,masters,0
306,2019/01/11 3:09:45 AM EST,8.0,4.0,-85.0,25.0,1.0,15.0,32.0,-82.0,-52.0,52.0,-50.0,302.0,19.0,f,high,0
307,2019/01/11 3:13:39 AM EST,8.0,2.0,-88.0,25.0,1.0,30.0,32.0,-55.0,0.0,55.0,-51.0,302.0,,none,masters,0
308,2019/01/11 3:14:54 AM EST,6.0,4.0,-88.0,25.0,1.0,26.0,25.0,-68.0,20.0,56.0,-54.0,402.0,24.0,m,4yr,0
309,2019/01/11 3:32:08 AM EST,1.0,5.0,88.0,53.0,1.0,15.0,32.0,84.0,0.0,64.0,51.0,203.0,54.0,m,masters,0
310,2019/01/11 3:33:28 AM EST,4.0,4.0,-88.0,302.0,1.0,15.0,35.0,-80.0,-40.0,55.0,-50.0,302.0,60.0,m,2yr,0
311,2019/01/11 3:43:27 AM EST,7.0,7.0,-18.0,40.0,1.0,32.0,32.0,-64.0,-32.0,65.0,-50.0,302.0,22.0,m,masters,0
312,2019/01/11 3:44:48 AM EST,5.0,3.0,-50.0,25.0,1.0,15.0,33.0,-84.0,-33.0,85.0,-51.0,302.0,26.0,m,4yr,0
313,2019/01/11 3:57:56 AM EST,7.0,8.0,-33.0,25.0,1.0,15.0,32.0,-84.0,-33.0,56.0,-51.0,302.0,16.0,m,high,0
314,2019/01/11 4:01:34 AM EST,7.0,5.0,1.0,10.0,2.0,25.0,30.0,-30.0,20.0,56.0,-20.0,400.0,16.0,none,high,0
315,2019/01/11 4:15:45 AM EST,5.0,5.0,-88.0,84.0,1.0,15.0,32.0,-82.0,-33.0,56.0,-35.0,302.0,23.0,m,masters,0
316,2019/01/11 4:33:33 AM EST,3.0,4.0,-80.0,50.0,1.0,1.0,33.0,-84.0,-33.0,56.0,-50.0,350.0,30.0,m,4yr,0
317,2019/01/11 4:48:22 AM EST,7.0,6.0,-80.0,25.0,1.0,33.0,30.0,-40.0,-50.0,56.0,-50.0,306.0,,none,4yr,0
318,2019/01/11 5:20:21 AM EST,8.0,8.0,-20.0,25.0,1.0,1.0,1.0,-30.0,1.0,50.0,-50.0,300.0,34.0,f,masters,0
319,2019/01/11 5:24:54 AM EST,8.0,8.0,-88.0,38.0,1.0,15.0,86.0,-84.0,-33.0,56.0,-41.0,302.0,27.0,m,4yr,0
320,2019/01/11 5:27:03 AM EST,8.0,8.0,-60.0,25.0,1.0,15.0,54.0,-84.0,20.0,56.0,-55.0,302.0,48.0,m,phd,0
321,2019/01/11 5:29:56 AM EST,5.0,4.0,0.0,0.0,1.0,15.0,0.0,-84.0,35.0,0.0,15.0,0.0,,none,masters,0
322,2019/01/11 5:36:18 AM EST,8.0,4.0,-84.0,200.0,1.0,15.0,32.0,-88.0,-33.0,50.0,-25.0,301.0,22.0,m,4yr,0
323,2019/01/11 5:59:45 AM EST,2.0,4.0,-88.0,25.0,1.0,15.0,25.0,-40.0,-10.0,40.0,-50.0,302.0,17.0,m,high,0
324,2019/01/11 6:24:07 AM EST,9.0,5.0,-88.0,20.0,1.0,15.0,32.0,-85.0,-36.0,56.0,-55.0,302.0,26.0,m,4yr,0
325,2019/01/11 6:36:39 AM EST,6.0,5.0,-88.0,46.0,1.0,15.0,33.0,-84.0,-33.0,56.0,-52.0,302.0,25.0,m,4yr,0
326,2019/01/11 6:43:18 AM EST,5.0,5.0,-88.0,25.0,1.0,15.0,30.0,-84.0,-33.0,56.0,-54.0,302.0,40.0,f,phd,0
327,2019/01/11 6:44:40 AM EST,1.0,3.0,-44.0,25.0,1.0,15.0,32.0,-84.0,-33.0,55.8,-51.0,302.0,22.0,m,4yr,0
328,2019/01/11 6:53:25 AM EST,6.0,3.0,-50.0,80.0,1.0,15.0,35.0,-18.0,-50.0,50.0,-50.0,88.0,22.0,m,4yr,0
329,2019/01/11 7:10:19 AM EST,5.0,3.0,-88.0,302.0,1.0,33.0,32.0,-77.0,15.0,52.0,-51.0,302.0,45.0,none,2yr,0
330,2019/01/11 7:11:04 AM EST,8.0,5.0,-80.0,40.0,1.0,15.0,33.0,-34.0,-33.0,58.0,-34.0,300.0,32.0,m,4yr,0
331,2019/01/11 7:19:31 AM EST,3.0,2.0,-88.0,25.0,1.0,15.0,32.0,-80.0,-20.0,52.0,-50.0,302.0,41.0,m,phd,0
332,2019/01/11 7:24:11 AM EST,3.0,7.0,82.0,40.0,1.0,30.0,34.0,33.0,-30.0,52.0,33.0,302.0,28.0,m,4yr,0
333,2019/01/11 7:44:24 AM EST,2.0,3.0,-88.0,25.0,1.0,15.0,32.0,-82.0,-33.0,56.0,-52.0,15.0,41.0,f,phd,0
334,2019/01/11 7:46:55 AM EST,3.0,7.0,40.0,50.0,30.0,50.0,15.0,10.0,50.0,50.0,-30.0,40.0,19.0,f,high,0
335,2019/01/11 8:03:54 AM EST,7.0,3.0,-20.0,300.0,1.0,15.0,32.0,-80.0,-30.0,56.0,-15.0,302.0,31.0,f,4yr,0
