"Timestamp","How much did you LIKE the previous page? (Be honest!)","How SURPRISING did the statistics feel to you? (regardless if you dis/liked the presentation style)","From 1910–2015, what was the % change in extreme poverty? (if decrease, type negative number)","From 1990–2016, what was the % change in air particle pollution? (if decrease, type negative number)","In 2016, what % of deaths were from homicide + war + terrorism combined?","In 2016, what % of world had at least one mental/substance disorder?","In 2016, what % of deaths were from heart disease?","From 1986–2014, what was the % change in nuclear warheads? (if decrease, type negative number)","From 1990–2016, what was the % change in the suicide death rate? (if decrease, type negative number)","In 2015, what % of people lived in a democracy?","From 1950–2015, what was the % change in the world's fertility rate? (if decrease, type negative number)","From 1959–2016, what was the % change in CO2 emissions? (if decrease, type negative number)","What's your age? (OPTIONAL)","What's your gender? (OPTIONAL)","What's the highest level of academic schooling you've completed so far? (OPTIONAL)"
"2019/01/10 4:35:30 PM EST","3","3","-88","300","1","15","32","-84","-42","55","-50","302","26","Male","Master's degree"
"2019/01/10 4:35:35 PM EST","5","2","-88","33","1","14","34","-88","-33","56","-51","320","34","male","4-year college degree (Bachelor's)"
"2019/01/10 4:41:07 PM EST","7","3","-85","100","75","60","0.2","-85","20","48","-50","450","19","Male","High school/Secondary school/GED"
"2019/01/10 4:42:28 PM EST","10","8","-88","30","1","20","23","-33","-10","56","-33","10","","","High school/Secondary school/GED"
"2019/01/10 4:43:35 PM EST","5","2","-90","50","2","60","33","-80","-15","50","-50","300","67","M","PhD or other advanced professional degree"
"2019/01/10 4:45:18 PM EST","4","2","-25","50","3","31","12","-85","-33","53","-33","42","","male","High school/Secondary school/GED"
"2019/01/10 4:50:55 PM EST","8","3","-60","25","1","15","15","-86","25","56","-56","302","38","M","PhD or other advanced professional degree"
"2019/01/10 4:53:47 PM EST","4","4","-88","20","1","15","30","-84","-33","56","-51","302","18","Male","High school/Secondary school/GED"
"2019/01/10 4:57:28 PM EST","8","6","-85","88","1","28","32","-88","-33","58","-51","302","54","Male","4-year college degree (Bachelor's)"
"2019/01/10 4:57:53 PM EST","6","4","-88","25","1","","","-67","-33","56","-51","308","27","Male","4-year college degree (Bachelor's)"
"2019/01/10 4:58:06 PM EST","6","5","66","25","1","15","1","84","33","56","50","302","46","","Master's degree"
"2019/01/10 4:59:13 PM EST","2","4","-100","500","9","","30","9001","-38","56","-51","300","16","Male","Grade school/Primary school"
"2019/01/10 4:59:26 PM EST","7","3","-50","30","1","15","32","-50","-50","60","-50","300","37","male","PhD or other advanced professional degree"
"2019/01/10 5:01:23 PM EST","8","7","","","1","15","36","-84","33","","-56","364","","Female","Master's degree"
"2019/01/10 5:38:30 PM EST","5","2","-80","100","1","30","20","-80","-50","51","-50","300","34","male","PhD or other advanced professional degree"
"2019/01/10 5:49:31 PM EST","6","6","-88","302","1","15","33","84","26","51","-51","302","23","Female","High school/Secondary school/GED"
"2019/01/10 5:53:04 PM EST","4","3","-88","25","1","12","32","-81","-33","56","-51","302","34","Male","4-year college degree (Bachelor's)"
"2019/01/10 5:53:18 PM EST","3","5","-88","51","1","15","10","-84","33","56","51","302","15","Male","High school/Secondary school/GED"
"2019/01/10 5:54:42 PM EST","8","3","-88","0","1","15","32","-84","-30","33","-51","302","31","male","4-year college degree (Bachelor's)"
"2019/01/10 5:57:13 PM EST","6","3","-81","25","1","15","34","-84","33","51","33","302","23","Male","Master's degree"
"2019/01/10 6:01:28 PM EST","3","7","88","25","1","15","35","-84","-30","56","-50","50","28","nonbinary","4-year college degree (Bachelor's)"
"2019/01/10 6:06:29 PM EST","1","1","-88","25","1","15","34","-84","-33","51","-51","50","34","M","2-year college degree (Associate's)"
"2019/01/10 6:08:54 PM EST","9","7","52","34","1","51","33","74","-33","51","51","33","15","Male","High school/Secondary school/GED"
"2019/01/10 6:12:06 PM EST","3","2","-98","25","1","25","33","-90","15","50","-50","302","32","Male","PhD or other advanced professional degree"
"2019/01/10 6:24:52 PM EST","7","3","-50","33","1","15","","","-33","55","-33","302","","",""
"2019/01/10 6:39:13 PM EST","7","2","-84","25","1","15","30","-30","-33","54","-51","302","18","Male","High school/Secondary school/GED"
"2019/01/10 6:39:57 PM EST","6","4","-86","25","1","15","33","-80","-33","54","15","306","57","m","Master's degree"
"2019/01/10 6:41:56 PM EST","7","5","-88","30","1","15","80","86","","54","54","302","38","M","4-year college degree (Bachelor's)"
"2019/01/10 6:42:20 PM EST","5","8","-100","50","1","10","30","300","-30","50","-10","+40","56","Man","PhD or other advanced professional degree"
"2019/01/10 6:44:44 PM EST","2","5","10","33","1","15","30","-33","55","46","-3","55","","Trans Female","High school/Secondary school/GED"
"2019/01/10 6:48:04 PM EST","3","3","-48","306","1","15","38","-85","-25","56","-50","306","68","m","Master's degree"
"2019/01/10 6:54:03 PM EST","5","8","-88","302","1","25","20","-88","-33","56","25","302","33","Male","4-year college degree (Bachelor's)"
"2019/01/10 6:55:03 PM EST","8","5","0","20","2","15","30","-70","-10","55","-30","100","18","","High school/Secondary school/GED"
"2019/01/10 7:15:15 PM EST","9","7","-50","30","1","15","20","-10","15","40","-3","20","23","","4-year college degree (Bachelor's)"
"2019/01/10 7:26:15 PM EST","7","5","-82","82","1","32","36","28","-36","52","-36","302","47","Male","4-year college degree (Bachelor's)"
"2019/01/10 7:32:38 PM EST","10","8","-88","84","1","56","32","-88","-33","56","-88","302","16","Female","High school/Secondary school/GED"
"2019/01/10 7:36:53 PM EST","1","2","","15","1","15","","15","10","56","56","","25","m","4-year college degree (Bachelor's)"
"2019/01/10 8:01:27 PM EST","2","7","-33","304","1","15","5","-93","-33","57","-51","304","46","Male","2-year college degree (Associate's)"
"2019/01/10 8:15:14 PM EST","8","3","-20","30","1","33","33","-15","-30","56","-25","302","24","Male","4-year college degree (Bachelor's)"
"2019/01/10 8:20:50 PM EST","6","8","88","30","1","15","30.16","-84","0","51","-51","302","36","Male","PhD or other advanced professional degree"
"2019/01/10 8:26:12 PM EST","8","3","-54","50","1","32","35","-88","-33","54","-32","302","28","Male","4-year college degree (Bachelor's)"
"2019/01/10 8:45:46 PM EST","6","6","-80","200","1","25","50","-65","25","70","-20","302","35","M","PhD or other advanced professional degree"
"2019/01/10 8:46:11 PM EST","8","2","-80","30","1","15","32","-84","-33","33","-51","302","64","M","PhD or other advanced professional degree"
"2019/01/10 8:53:10 PM EST","8","7","-88","80","1","15","40","-84","-42","56","-33","25","15","non-binary","Grade school/Primary school"
"2019/01/10 8:58:05 PM EST","4","6","88","25","1","33","78","-84","-88","64","51","304","","",""
"2019/01/10 8:58:48 PM EST","9","7","-80","25","1","30","30","80","33","54","51","302","21","Female","2-year college degree (Associate's)"
"2019/01/10 9:10:08 PM EST","7","2","-88","300","1","15","33","-83","-33","56","-50","300","19","m","High school/Secondary school/GED"
"2019/01/10 9:11:00 PM EST","9","9","-80","25","1","15","23","-85","26","56","-55","203","16","Female","Grade school/Primary school"
"2019/01/10 9:11:56 PM EST","7","4","-88","25","1","15","32","-84","-32","56","-50","302","36","Female","4-year college degree (Bachelor's)"
"2019/01/10 9:12:51 PM EST","4","3","-88","350","1","15","35","-80","-33","56","50","80","22","Male","4-year college degree (Bachelor's)"
"2019/01/10 9:13:23 PM EST","6","6","-65","25","1","15","32","-65","-20","56","-33","303","42","female","PhD or other advanced professional degree"
"2019/01/10 9:13:29 PM EST","8","2","-10","30","1","15","24","72","47","56","32","36","23","demi-male","High school/Secondary school/GED"
"2019/01/10 9:14:07 PM EST","8","7","-88","25","1","15","32","68","-32","56","-51","25","38","m","4-year college degree (Bachelor's)"
"2019/01/10 9:16:25 PM EST","3","4","-88","10","1","15","35","-80","-33","55","-50","300","26","Male","4-year college degree (Bachelor's)"
"2019/01/10 9:18:40 PM EST","6","4","-80","80","1","32","32","-88","-50","56","-50","300","35","Male","PhD or other advanced professional degree"
"2019/01/10 9:19:06 PM EST","4","3","-30","40","1","20","10","-85","-30","56","-50","60","22","Male","High school/Secondary school/GED"
"2019/01/10 9:20:09 PM EST","7","4","-50","23","1","25","32","-80","-20","56","-35","300","49","M","Master's degree"
"2019/01/10 9:24:30 PM EST","5","3","-80","36","16","30","30","-80","-30","60","-50","400","27","male","4-year college degree (Bachelor's)"
"2019/01/10 9:27:16 PM EST","3","7","-88","20","1","12","36","-80","-29","56","-50","300","20","Male","High school/Secondary school/GED"
"2019/01/10 9:27:19 PM EST","5","6","-88","60","1","15","32","10","-33","55","-54","304","28","Female ","High school/Secondary school/GED"
"2019/01/10 9:28:07 PM EST","6","7","-16","25","1","15","33","-84","-38","56","-55","302","","Male","2-year college degree (Associate's)"
"2019/01/10 9:29:07 PM EST","5","7","-86","90","1","15","30","-88","-25","56","-51","302","39","Male","4-year college degree (Bachelor's)"
"2019/01/10 9:30:28 PM EST","8","3","-88","25","1","15","32","-86","-32","58","-30","200","15","Male","High school/Secondary school/GED"
"2019/01/10 9:32:35 PM EST","8","1","-85","+15","1","15","32","-54","-31","56","-50","86","25","Agender","High school/Secondary school/GED"
"2019/01/10 9:32:54 PM EST","5","3","-88","","1","15","","-84","","53","-48","302","29","female","Master's degree"
"2019/01/10 9:32:57 PM EST","8","7","-88","30","1","15","10","-80","-80","51","-50","302","43","Male","PhD or other advanced professional degree"
"2019/01/10 9:33:58 PM EST","8","4","-80","28","1","15","36","-84","33","56","-56","300","20","male","High school/Secondary school/GED"
"2019/01/10 9:38:15 PM EST","4","4","-85","25","1","15","32","-84","-20","56","-10","302","20","Male","High school/Secondary school/GED"
"2019/01/10 9:38:38 PM EST","6","3","-88","25","1","15","32","","-33","56","-52","302","25","","2-year college degree (Associate's)"
"2019/01/10 9:38:43 PM EST","9","9","-88","25","1","15","33","-84","-36","57","-51","302","28","Male","PhD or other advanced professional degree"
"2019/01/10 9:47:18 PM EST","7","7","-88","100","1","15","32","-60","4","56","-60","300","22","Male","4-year college degree (Bachelor's)"
"2019/01/10 9:57:52 PM EST","7","8","-14","25","1","32","32","-84","-14","56","-54","302","21","Male","2-year college degree (Associate's)"
"2019/01/10 10:00:01 PM EST","6","8","82","82","1.9","15","58","-52","","56","51","85","","","4-year college degree (Bachelor's)"
"2019/01/10 10:05:12 PM EST","6","7","-80","25","0.5","30","34","-600","-30","58","-50","300","40","Female","PhD or other advanced professional degree"
"2019/01/10 10:07:04 PM EST","10","5","-85","34","1","15","32","-83","-33","72","-43","84","29","Male","4-year college degree (Bachelor's)"
"2019/01/10 10:08:50 PM EST","5","5","-55","25","1","25","8","-75","-33","55","-25","5","58","m","Master's degree"
"2019/01/10 10:17:02 PM EST","7","7","-93","50","1","18","33","-86","-33","56","-55","303","31","Male","4-year college degree (Bachelor's)"
"2019/01/10 10:17:06 PM EST","4","4","-88","25","1","15","33","-31","-33","56","-51","25","72","Female","PhD or other advanced professional degree"
"2019/01/10 10:23:44 PM EST","10","7","-23","30","1","10","15","-83","35","56","-53","200","11","Male","Grade school/Primary school"
"2019/01/10 10:35:44 PM EST","9","4","-80","50","1","15","5","-80","-30","85","-50","302","22","Male","4-year college degree (Bachelor's)"
"2019/01/10 10:39:51 PM EST","1","7","-8","","1","15","","","","56","","","","","PhD or other advanced professional degree"
"2019/01/10 10:44:12 PM EST","7","8","88","300","1","28","25","34","11","54","34","300","14","","Grade school/Primary school"
"2019/01/10 11:00:08 PM EST","4","3","-88","25","1","15","32","-85","33","54","-50","300","33","male","PhD or other advanced professional degree"
"2019/01/10 11:19:06 PM EST","4","2","-88","15","1","16","5","-67","-25","54","-32","302","18","Male","Grade school/Primary school"
"2019/01/10 11:23:15 PM EST","6","5","-90","10","1","16","32","-80","-52","55","-30","332","","","4-year college degree (Bachelor's)"
"2019/01/10 11:30:51 PM EST","6","4","-88","25","1","15","15","-82","-24","54","-24","33","41","Male","Master's degree"
"2019/01/10 11:47:50 PM EST","8","3","-23","25","1","15","32","-84","15","56","-52","","17","Male","High school/Secondary school/GED"
"2019/01/11 12:00:24 AM EST","3","7","-88","15","1","15","32","-84","-33","56","-51","302","24","Male","High school/Secondary school/GED"
"2019/01/11 12:10:14 AM EST","7","2","-300","100","1","15","32","-300","0","56","-50","302","45","male","Master's degree"
"2019/01/11 12:17:27 AM EST","5","3","-88","50","1","15","33","-84","1","56","-51","302","47","male","PhD or other advanced professional degree"
"2019/01/11 12:17:54 AM EST","6","7","9","25","1","25","33","-90","-16","53","-53","25","28","Male ","4-year college degree (Bachelor's)"
"2019/01/11 12:18:11 AM EST","2","3","-80","300","1","12","32","-80","-30","70","-60","300","30","","4-year college degree (Bachelor's)"
"2019/01/11 12:28:04 AM EST","10","8","-88","","1","15","","-84","","52","","300","21","male","High school/Secondary school/GED"
"2019/01/11 12:32:30 AM EST","8","6","-75","25","1","15","34","-85","10","46","-25","25","48","Male","4-year college degree (Bachelor's)"
"2019/01/11 12:33:00 AM EST","7","4","-60","20","1","10","30","-40","0","52","0","24","39","Male ","High school/Secondary school/GED"
"2019/01/11 12:45:44 AM EST","3","4","-32","300","1","28","32","33","-88","52","-20","302","23","Male","4-year college degree (Bachelor's)"
"2019/01/11 12:51:54 AM EST","6","3","-87","25","1","25","32","-84","-33","51","-51","302","28","Male","4-year college degree (Bachelor's)"
"2019/01/11 1:07:49 AM EST","4","2","-50","100","1","15","5","-84","-30","51","-50","300","30","male","Master's degree"
"2019/01/11 1:09:34 AM EST","10","7","16","35","1","15","30","15","33","56","30","60","32","Male","4-year college degree (Bachelor's)"
"2019/01/11 1:10:25 AM EST","9","7","-88","-15","1","15","15","15","-15","51","-51","302","25","Male","4-year college degree (Bachelor's)"
"2019/01/11 1:38:57 AM EST","9","7","-75","30","1","15","33","-60","-35","56","-50","80","25","man","High school/Secondary school/GED"
"2019/01/11 1:39:15 AM EST","7","6","","302","1","15","25","84","33","54","","30","53","M","2-year college degree (Associate's)"
"2019/01/11 1:48:35 AM EST","5","7","88","51","1","35","33","-50","-33","50","-51","303","15","Male","High school/Secondary school/GED"
"2019/01/11 1:48:53 AM EST","6","5","0","80","1","15","25","0","-50","56","-50","300","30","i put 0 for the ones i totally forgot","4-year college degree (Bachelor's)"
"2019/01/11 1:59:24 AM EST","2","7","88","50","1","1","20","30","-300","51","-50","300","23","Male","4-year college degree (Bachelor's)"
"2019/01/11 2:08:59 AM EST","3","5","-83","26","1","15","36","-84","-35","51","-52","302","24","Male","4-year college degree (Bachelor's)"
"2019/01/11 2:13:24 AM EST","9","7","-5","20","0.46","18","32","40","3","55","51","302","21","Male ","High school/Secondary school/GED"
"2019/01/11 2:15:51 AM EST","7","3","-86","25","1","12","56","-85","-20","58","-50","306","30","M","PhD or other advanced professional degree"
"2019/01/11 2:16:20 AM EST","7","4","-88","25","1","","30","","","56","-50","300","35","male","Master's degree"
"2019/01/11 2:24:23 AM EST","7","4","-80","50","1","15","15","-84","30","54","-20","302","23","Male","Master's degree"
"2019/01/11 2:27:55 AM EST","5","7","88","80","1","15","33","-85","-30","50","-50","300","21","Male","High school/Secondary school/GED"
"2019/01/11 2:36:23 AM EST","9","8","-80","56","1","15","30","-80","-30","56","-50","300","34","Male","Master's degree"
"2019/01/11 2:42:26 AM EST","5","7","33","306","1","12","34","-83","-33","83","-54","306","18","Male","2-year college degree (Associate's)"
"2019/01/11 2:43:59 AM EST","9","3","88","","1","15","35","84","30","85","50","35","37","M","4-year college degree (Bachelor's)"
"2019/01/11 3:05:44 AM EST","3","6","-50","100","1","15","30","-50","10","56","-50","306","50","","4-year college degree (Bachelor's)"
"2019/01/11 3:09:15 AM EST","2","4","-88","30","1","30","30","-88","-33","54","-50","302","28","Male","Master's degree"
"2019/01/11 3:09:45 AM EST","8","4","-85","25","1","15","32","-82","-52","52","-50","302","19","Female","High school/Secondary school/GED"
"2019/01/11 3:13:39 AM EST","8","2","-88","25","1","30","32","-55","","55","-51","302","","","Master's degree"
"2019/01/11 3:14:54 AM EST","6","4","-88","25","1","26","25","-68","20","56","-54","402","24","male","4-year college degree (Bachelor's)"
"2019/01/11 3:32:08 AM EST","1","5","88","53","1","15","32","84","","64","51","203","54","Male","Master's degree"
"2019/01/11 3:33:28 AM EST","4","4","-88","302","1","15","35","-80","-40","55","-50","302","60","M","2-year college degree (Associate's)"
"2019/01/11 3:43:27 AM EST","7","7","-18","40","1","32","32","-64","-32","65","-50","302","22","Male","Master's degree"
"2019/01/11 3:44:48 AM EST","5","3","-50","25","1","15","33","-84","-33","85","-51","302","26","male","4-year college degree (Bachelor's)"
"2019/01/11 3:57:56 AM EST","7","8","-33","25","1","15","32","-84","-33","56","-51","302","16","male","High school/Secondary school/GED"
"2019/01/11 4:01:34 AM EST","7","5","1","10","2","25","30","-30","20","56","-20","400","16","","High school/Secondary school/GED"
"2019/01/11 4:15:45 AM EST","5","5","-88","84","1","15","32","-82","-33","56","-35","302","23","Male","Master's degree"
"2019/01/11 4:33:33 AM EST","3","4","-80","50","1","1","33","-84","-33","56","-50","350","30","m","4-year college degree (Bachelor's)"
"2019/01/11 4:48:22 AM EST","7","6","-80","25","1","33","30","-40","-50","56","-50","306","","","4-year college degree (Bachelor's)"
"2019/01/11 5:20:21 AM EST","8","8","-20","25","1","1","1","-30","1","50","-50","300","34","Female","Master's degree"
"2019/01/11 5:24:54 AM EST","8","8","-88","38","1","15","86","-84","-33","56","-41","302","27","male","4-year college degree (Bachelor's)"
"2019/01/11 5:27:03 AM EST","8","8","-60","25","1","15","54","-84","20","56","-55","302","48","Male","PhD or other advanced professional degree"
"2019/01/11 5:29:56 AM EST","5","4","","","1","15","","-84","35","","15","","","","Master's degree"
"2019/01/11 5:36:18 AM EST","8","4","-84","200","1","15","32","-88","-33","50","-25","301","22","Male","4-year college degree (Bachelor's)"
"2019/01/11 5:59:45 AM EST","2","4","-88","25","1","15","25","-40","-10","40","-50","302","17","Male","High school/Secondary school/GED"
"2019/01/11 6:24:07 AM EST","9","5","-88","+20","1","15","32","-85","-36","56","-55","+302","26","Male","4-year college degree (Bachelor's)"
"2019/01/11 6:36:39 AM EST","6","5","-88","46","1","15","33","-84","-33","56","-52","302","25","M","4-year college degree (Bachelor's)"
"2019/01/11 6:43:18 AM EST","5","5","-88","25","1","15","30","-84","-33","56","-54","302","40","female","PhD or other advanced professional degree"
"2019/01/11 6:44:40 AM EST","1","3","-44","25","1","15","32","-84","-33","55.8","-51","+302","22","m","4-year college degree (Bachelor's)"
"2019/01/11 6:53:25 AM EST","6","3","-50","80","1","15","35","-18","-50","50","-50","88","22","Male","4-year college degree (Bachelor's)"
"2019/01/11 7:10:19 AM EST","5","3","-88","302","1","33","32","-77","15","52","-51","302","45","","2-year college degree (Associate's)"
"2019/01/11 7:11:04 AM EST","8","5","-80","40","1","15","33","-34","-33","58","-34","300","32","Male ","4-year college degree (Bachelor's)"
"2019/01/11 7:19:31 AM EST","3","2","-88","25","1","15","32","-80","-20","52","-50","302","41","Male","PhD or other advanced professional degree"
"2019/01/11 7:24:11 AM EST","3","7","82","40","1","30","34","33","-30","52","33","302","28","Male","4-year college degree (Bachelor's)"
"2019/01/11 7:44:24 AM EST","2","3","-88","25","1","15","32","-82","-33","56","-52","15","41","Female ","PhD or other advanced professional degree"
"2019/01/11 7:46:55 AM EST","3","7","40","50","30","50","15","10","50","50","-30","40","19","Female","High school/Secondary school/GED"
"2019/01/11 8:03:54 AM EST","7","3","-20","300","1","15","32","-80","-30","56","-15","302","31","Female","4-year college degree (Bachelor's)"
"2019/01/11 8:04:35 AM EST","7","6","-50","","1","","33","89","50","","50","300","33","Non binary","Master's degree"
"2019/01/11 8:05:02 AM EST","","","-88","0","1","15","36","-84","0","51","0","302","48","","Master's degree"
"2019/01/11 8:13:51 AM EST","7","7","-80","25","10","30","32","-82","-15","56","-21","300","22","Male","4-year college degree (Bachelor's)"
"2019/01/11 8:29:06 AM EST","7","6","-80","300","1","15","35","-60","-70","51","-51","300","23","","Master's degree"
"2019/01/11 8:30:45 AM EST","7","6","-88","36","1","15","36","-84","-35","56","-75","302","21","Male","Master's degree"
"2019/01/11 8:46:12 AM EST","8","7","-88","25","1","15","30","-300","-33","56","-25","40","42","Male","PhD or other advanced professional degree"
"2019/01/11 9:17:46 AM EST","4","2","-50","50","8","10","33","-80","10","50","-50","300","22","male","High school/Secondary school/GED"
"2019/01/11 9:48:09 AM EST","7","7","-88","-25","1","33","33","-84","-25","56","-55","-44","65","Female","4-year college degree (Bachelor's)"
"2019/01/11 9:54:32 AM EST","9","4","-33","300","1","15","8","-88","-25","70","-33","309","36","Male","Master's degree"
"2019/01/11 9:54:32 AM EST","1","7","-88","25","1","13","33","-88","30","51","-51","302","27","Male","Master's degree"
"2019/01/11 9:58:09 AM EST","7","4","-88","302","1","32","32","-88","-32","54","54","302","","",""
"2019/01/11 10:03:00 AM EST","6","7","-10","-2","1","15","18","-10","-8","52","","32","25","Male","4-year college degree (Bachelor's)"
"2019/01/11 10:25:28 AM EST","6","8","-88","25","1","15","32","-35","-87","56","-51","300","29","Female","4-year college degree (Bachelor's)"
"2019/01/11 10:41:20 AM EST","7","1","-88","","1","15","31","","-15","51","-50","302","31","Male","4-year college degree (Bachelor's)"
"2019/01/11 10:46:53 AM EST","6","7","-33","30","1","15","15","-10","-15","50","-33","20","20","male (but genderfluid)","High school/Secondary school/GED"
"2019/01/11 10:50:41 AM EST","4","1","-80","25","1","15","33","-88","-33","61","-50","50","17","Male","High school/Secondary school/GED"
"2019/01/11 11:05:04 AM EST","7","4","-88","150","1","15","20","-30","-20","56","-33","83","24","","4-year college degree (Bachelor's)"
"2019/01/11 11:43:20 AM EST","8","5","-80","25","1","15","30","-40","-30","56","-50","80","31","Male","4-year college degree (Bachelor's)"
"2019/01/11 11:48:45 AM EST","8","7","-88","400","1","15","5","-84","-33","56","-53","300","","","High school/Secondary school/GED"
"2019/01/11 11:49:14 AM EST","8","6","-88","15","1","15","20","-84","-28","56","-51","302","23","Male","4-year college degree (Bachelor's)"
"2019/01/11 12:06:53 PM EST","8","5","-80","300","1","30","30","-85","+25","50","-20","300","33","Male","PhD or other advanced professional degree"
"2019/01/11 12:22:19 PM EST","1","8","-88","-25","1","15","32","-84","-25","56","-51","302","32","Female","Master's degree"
"2019/01/11 12:38:59 PM EST","7","3","88","25","1","15","32","-84","-33","56","-51","302","16","Female","High school/Secondary school/GED"
"2019/01/11 1:17:16 PM EST","4","4","","25","1","15","32","-84","-33","56","-51","302","29","female","Master's degree"
"2019/01/11 1:18:39 PM EST","5","6","-88","","1","15","33","-75","-20","55","-50","350","20","Agender","High school/Secondary school/GED"
"2019/01/11 1:30:38 PM EST","5","7","-88","25","1","15","32","-94","10","56","-56","302","38","Male","PhD or other advanced professional degree"
"2019/01/11 2:00:57 PM EST","5","3","-88","25","1","12","33","-88","-50","55","-50","300","36","male","PhD or other advanced professional degree"
"2019/01/11 2:01:07 PM EST","3","5","-35","302","1","10","56","-60","-8","56","-81","302","","",""
"2019/01/11 2:10:28 PM EST","7","5","-88","25","1","15","25","-60","10","51","-50","800","49","Male","PhD or other advanced professional degree"
"2019/01/11 2:19:07 PM EST","7","5","-88","-29","1","15","55","-88","-44","55","-40","-40","","","4-year college degree (Bachelor's)"
"2019/01/11 2:53:06 PM EST","","","-88","-28","1","12","33","-64","-34","58","-54","302","29","Male","Master's degree"
"2019/01/11 3:03:53 PM EST","7","4","-85","-20","1","15","31","-85","-30","58","-33","-10","34","Male","PhD or other advanced professional degree"
"2019/01/11 3:09:58 PM EST","4","6","82","0","1","32","32","-82","-32","56","-82","302","49","male","Master's degree"
"2019/01/11 3:10:16 PM EST","2","4","-80","200","1","15","33","-75","-33","50","-50","25","","",""
"2019/01/11 3:58:06 PM EST","6","3","88","25","1","15","35","-50","-33","56","51","80","","","4-year college degree (Bachelor's)"
"2019/01/11 4:02:05 PM EST","4","8","-55","-25","1","15","33","-80","-24","55","-33","300","41","cis male","2-year college degree (Associate's)"
"2019/01/11 4:07:47 PM EST","5","5","-300","25","1","15","20","86","-40","50","-50","300","36","Male","Master's degree"
"2019/01/11 4:54:08 PM EST","8","3","-88","300","1","15","32","-80","15","80","-50","300","37","Male","4-year college degree (Bachelor's)"
"2019/01/11 5:11:39 PM EST","2","2","88","302","1","15","31","-88","15","56","51","302","33","Mle","Master's degree"
"2019/01/11 5:14:38 PM EST","6","8","-88","25","1","15","32","-86","-33","56","50","32","57","M","PhD or other advanced professional degree"
"2019/01/11 5:28:35 PM EST","6","8","","15","1","15","","86","","15","-51","360","43","male","Master's degree"
"2019/01/11 5:28:52 PM EST","9","7","64","26","1","13","31","42","-64","55","-83","306","41","Femalr","2-year college degree (Associate's)"
"2019/01/11 6:23:02 PM EST","5","3","","","1","15","36","","","56","","302","23","male","High school/Secondary school/GED"
"2019/01/11 6:23:43 PM EST","4","4","-10","50","1","36","36","-52","10","56","-50","300","23","Male","4-year college degree (Bachelor's)"
"2019/01/11 6:28:36 PM EST","6","7","-30","25","1","15","35","-80","-29","55","-52","80","28","Male","Master's degree"
"2019/01/11 6:31:38 PM EST","4","5","-88","32","1","15","15","-32","-88","50","-88","50","36","female","Master's degree"
"2019/01/11 8:47:51 PM EST","3","3","-18","25","12","15","32","-84","11","56","24","308","26","","Master's degree"
"2019/01/11 9:25:51 PM EST","6","3","-88","15","1","35","32","-85","-15","55","-51","308","23","Male","2-year college degree (Associate's)"
"2019/01/11 10:46:13 PM EST","1","1","-88","12","1","24","24","-84","25","56","-15","302","25","male","4-year college degree (Bachelor's)"
"2019/01/11 11:11:38 PM EST","7","4","-88","50","1","15","32","-84","45","55","-55","300","37","Male","Master's degree"
"2019/01/11 11:58:02 PM EST","4","3","-88","30","1","15","18","30","-15","30","-52","302","16","Female","4-year college degree (Bachelor's)"
"2019/01/12 12:06:48 AM EST","5","7","-88","25","1","15","25","-88","-50","52","-50","302","21","Male","High school/Secondary school/GED"
"2019/01/12 12:13:30 AM EST","3","3","-88","-30","2","15","32","-88","-82","52","-85","301","59","m","Master's degree"
"2019/01/12 1:03:32 AM EST","2","1","-88","25","15","15","33","-86","45","56","-51","302","26","man","Master's degree"
"2019/01/12 1:15:53 AM EST","4","4","-88","25","1","15","32","-84","33","56","-51","302","38","Male","4-year college degree (Bachelor's)"
"2019/01/12 2:21:08 AM EST","4","3","-50","54","1","15","36","-84","-33","55","-50","300","21","Male","High school/Secondary school/GED"
"2019/01/12 2:49:37 AM EST","4","5","-51","","1","15","38","-64","-32","58","-50","302","38","Woman","4-year college degree (Bachelor's)"
"2019/01/12 3:13:35 AM EST","8","3","-88","","1","15","32","-45","","54","-50","25","37","woman","4-year college degree (Bachelor's)"
"2019/01/12 4:27:04 AM EST","8","4","-77","150","1","15","10","-60","-13","56","-50","304","17","female ","Grade school/Primary school"
"2019/01/12 5:29:04 AM EST","7","2","-88","18","1","15","8","-66","15","55","-200","302","44","Male","High school/Secondary school/GED"
"2019/01/12 6:46:29 AM EST","3","2","-60","26","25","30","32","-40","30","56","-15","300","23","","4-year college degree (Bachelor's)"
"2019/01/12 7:10:14 AM EST","7","4","-20","20","1","15","25","80","1","58","25","300","55","Man","Master's degree"
"2019/01/12 7:25:41 AM EST","4","3","-84","+20","1","15","30","-84","-20","54","-50","300","50","male","PhD or other advanced professional degree"
"2019/01/12 8:22:50 AM EST","5","4","-87","25","1","32","32","-64","-12","53","-51","302","","","Master's degree"
"2019/01/12 8:40:34 AM EST","8","7","-88","25","1","25","33","-84","33","51","-51","302","","","High school/Secondary school/GED"
"2019/01/12 10:37:11 AM EST","10","7","-54","80","1","30","32","80","-33","51","-51","302","30","male","4-year college degree (Bachelor's)"
"2019/01/12 11:23:07 AM EST","6","3","-80","80","1","30","30","-80","-30","56","-50","300","35","Male","None / Don't know / Rather not say"
"2019/01/12 12:07:20 PM EST","8","4","-88","24","1","15","36","-84","-20","56","-50","302","19","Male","None / Don't know / Rather not say"
