"Timestamp","How much did you LIKE the previous page? (Be honest!)","How SURPRISING did the statistics feel to you? (regardless if you dis/liked the presentation style)","From 1910–2015, what was the % change in extreme poverty? (if decrease, type negative number)","From 1990–2016, what was the % change in air particle pollution? (if decrease, type negative number)","In 2016, what % of deaths were from homicide + war + terrorism combined?","In 2016, what % of world had at least one mental/substance disorder?","In 2016, what % of deaths were from heart disease?","From 1986–2014, what was the % change in nuclear warheads? (if decrease, type negative number)","From 1990–2016, what was the % change in the suicide death rate? (if decrease, type negative number)","In 2015, what % of people lived in a democracy?","From 1950–2015, what was the % change in the world's fertility rate? (if decrease, type negative number)","From 1959–2016, what was the % change in CO2 emissions? (if decrease, type negative number)","What's your age? (OPTIONAL)","What's your gender? (OPTIONAL)","What's the highest level of academic schooling you've completed so far? (OPTIONAL)"
"2019/01/12 12:24:41 PM EST","4","2","-50","30","1","15","35","-10","-40","56","-40","30","43","M","4-year college degree (Bachelor's)"
"2019/01/12 12:41:57 PM EST","6","3","-90","25","1","15","30","80","-33","55","-51","400","18","male","High school/Secondary school/GED"
"2019/01/12 1:04:19 PM EST","8","7","-88","15","1","26","32","","-36","56","-51","302","18","Male (bonne chance with the experiment btw)","High school/Secondary school/GED"
"2019/01/12 1:24:02 PM EST","7","8","-88","33","1","22","28","-84","-33","51","-70","200","25","Male","4-year college degree (Bachelor's)"
"2019/01/12 1:42:00 PM EST","1","8","","","","","","","","","","-33","43","male","PhD or other advanced professional degree"
"2019/01/12 4:19:48 PM EST","7","5","-88","25","1","15","32","-24","-30","88","-52","30","42","Male","4-year college degree (Bachelor's)"
"2019/01/12 4:26:26 PM EST","8","4","-80","20","1","15","30","-87","-33","56","-57","300","20","Male","High school/Secondary school/GED"
"2019/01/12 5:34:45 PM EST","4","4","-88","26","1","15","","-15","","88","-51","","43","male","PhD or other advanced professional degree"
"2019/01/12 6:46:27 PM EST","7","7","-44","25","1","30","33","-86","45","55","-10","302","15","male","None / Don't know / Rather not say"
"2019/01/12 8:51:58 PM EST","6","3","-33","102","1","25","32","3","-33","56","-61","302","19","Female","High school/Secondary school/GED"
"2019/01/12 9:01:31 PM EST","5","3","-80","30","1","15","30","-80","-33","50","-51","330","34","Male","PhD or other advanced professional degree"
"2019/01/13 12:04:37 AM EST","5","5","-15","25","1","","15","-84","-11","55","-15","300","","",""
"2019/01/13 5:22:47 AM EST","6","5","-80","15","1","15","36","-80","-33","54","-55","302","28","Male","PhD or other advanced professional degree"
"2019/01/13 7:25:08 AM EST","4","6","-88","50","1","15","30","-86","-30","51","-50","302","","","4-year college degree (Bachelor's)"
"2019/01/13 12:29:31 PM EST","6","4","-88","30","1","15","33","-70","-30","56","-51","301","","",""
"2019/01/13 3:14:18 PM EST","7","4","-86","300","1","15","32","-86","-30","56","-50","300","","M","None / Don't know / Rather not say"
"2019/01/13 3:15:54 PM EST","6","4","-88","25","1","32","32","-86","-32","56","-56","302","32","m","Master's degree"
"2019/01/13 4:02:15 PM EST","3","2","-88","25","1","15","33","-88","-30","56","-53","25","27","","2-year college degree (Associate's)"
"2019/01/13 4:06:41 PM EST","8","4","18","32","1","15","34","80","21","55","38","30","18","Male","High school/Secondary school/GED"
"2019/01/13 4:42:22 PM EST","6","3","-80","25","1","15","35","-30","-33","56","-50","300","30","m","Master's degree"
"2019/01/13 4:47:35 PM EST","1","5","-88","80","1","16","32","-80","-12","52","-51","302","25","woman","Grade school/Primary school"
"2019/01/13 5:06:17 PM EST","7","8","88","25","1","15","1","1","88","56","88","302","","",""
"2019/01/13 5:16:56 PM EST","4","6","30","-30","1","15","30","-85","-15","15","-50","30","25","","4-year college degree (Bachelor's)"
"2019/01/13 6:19:31 PM EST","4","1","-88","25","1","15","33","-88","30","56","-51","302","32","male","High school/Secondary school/GED"
"2019/01/13 6:59:52 PM EST","4","6","-88","60","1","35","40","-84","-33","60","-51","302","24","male","4-year college degree (Bachelor's)"
"2019/01/13 7:29:08 PM EST","7","8","33","","1","33","1","-51","33","52","-55 ","1","22","Female","4-year college degree (Bachelor's)"
"2019/01/13 7:47:32 PM EST","6","8","-77","10","1","15","15","-88","-25","55","15","302","16","Male","High school/Secondary school/GED"
"2019/01/13 7:57:01 PM EST","4","2","-88","30","1","15","30","-85","30","56","-50","300","26","Male","Master's degree"
"2019/01/13 9:39:32 PM EST","6","7","-40","32","2","15","32","50","33","60","-20","300","25","Male","High school/Secondary school/GED"
"2019/01/14 2:20:36 AM EST","3","6","-88","300","1","30","33","-85","-16","55","-51","300","33","m","Master's degree"
"2019/01/14 3:48:51 AM EST","8","9","","","30","30","32","-50","-30","56","-80","302","55","Male","4-year college degree (Bachelor's)"
"2019/01/14 4:16:38 AM EST","2","4","-88","33","1","15","32","-84","-33","54","-56","302","31","male","Master's degree"
"2019/01/14 6:43:16 AM EST","9","8","81","25","1","3","25","57","3","3","51","25","","",""
"2019/01/14 6:44:12 AM EST","6","4","-88","25","1","15","32","-84","31","56","51","301","17","female","High school/Secondary school/GED"
"2019/01/14 9:49:07 AM EST","6","4","-18","59","1","15","30","35","-33","56","-35","310","55","male","4-year college degree (Bachelor's)"
"2019/01/14 9:54:18 AM EST","6","7","-88","302","1","16","32","-50","-33","56","-52","302","31","Male","4-year college degree (Bachelor's)"
"2019/01/14 9:57:09 AM EST","4","6","-88","55","15","15","32","20","-33","56","-51","302","28","female","Master's degree"
"2019/01/14 10:19:38 AM EST","5","2","-88","300","1","15","14","-30","-33","56","-50","57","36","M","Master's degree"
"2019/01/14 12:35:52 PM EST","6","5","-88","88","1","15","33","-84","-33","51","-55","300","39","male","4-year college degree (Bachelor's)"
"2019/01/14 12:40:06 PM EST","4","7","-83","3","1","15","15","-85","-33","56","51","302","24","non binary","High school/Secondary school/GED"
"2019/01/14 12:41:44 PM EST","7","3","-88","-23","1","32","26","-56","-20","56","-28","302","29","male","Master's degree"
"2019/01/14 1:18:07 PM EST","8","8","-88","50","1","15","32","-84","-33","51","-51","302","26","Male","Master's degree"
"2019/01/14 2:21:32 PM EST","1","6","-88","25","1","15","30","-84","-10","51","-50","300","34","m","PhD or other advanced professional degree"
"2019/01/14 3:19:52 PM EST","6","6","-32","36","1","12","33","-50","-50","56","-50","25","39","M","4-year college degree (Bachelor's)"
"2019/01/14 4:32:20 PM EST","9","7","-16","25","1","45","30","-84","-33","56","-51","22","16","Male","High school/Secondary school/GED"
"2019/01/14 7:06:08 PM EST","8","9","-10","10","1","15","30","-53","-43","53","-53","53","29","Male","PhD or other advanced professional degree"
"2019/01/14 9:55:57 PM EST","8","3","-15","15","1","30","5","-50","-15","51","-51","302","21","male","High school/Secondary school/GED"
"2019/01/14 10:22:55 PM EST","8","4","-88","25","1","15","35","-83","-33","56","-51","302","","",""
"2019/01/14 10:56:10 PM EST","3","3","-55","306","1","15","54","33","33","56","33","306","16","Female","High school/Secondary school/GED"
"2019/01/14 11:43:59 PM EST","6","6","","","1","","","5","-3","56","-5","302","","",""
"2019/01/15 5:04:46 AM EST","8","7","-80","60","1","20","32","-70","-70","50","-51","300","26","Male","4-year college degree (Bachelor's)"
"2019/01/15 5:08:05 AM EST","2","5","-81","26","1","3","32","-64","-20","56","-51","33","25","man","4-year college degree (Bachelor's)"
"2019/01/15 5:14:43 AM EST","5","2","-89","200","1","25","33","-100","-33","51","-53","303","24","Male","4-year college degree (Bachelor's)"
"2019/01/15 5:15:59 AM EST","7","3","-18","25","1","15","27","-45","-35","84","15","32","","",""
"2019/01/15 5:16:37 AM EST","6","6","84","","1","15","","80","1","25","50","300","45","","High school/Secondary school/GED"
"2019/01/15 5:21:55 AM EST","6","4","88","56","1","26","36","86","45","40","50","305","","male","Master's degree"
"2019/01/15 5:22:50 AM EST","4","5","-88","","","15","30","","","55","-55","300","","","Master's degree"
"2019/01/15 5:35:39 AM EST","9","6","82","84","16","33","15","33","15","56","17","302","33","M","Master's degree"
"2019/01/15 5:43:02 AM EST","9","5","86","25","1","15","33","88","33","56","56","35","36","male","PhD or other advanced professional degree"
"2019/01/15 5:44:24 AM EST","10","3","-80","15","1","35","37","-84","-30","70","","370","37","male","Master's degree"
"2019/01/15 5:45:20 AM EST","9","7","50","35","1","15","32","-84","-33","56","-50","302","34","man","4-year college degree (Bachelor's)"
"2019/01/15 5:50:29 AM EST","7","4","-88","20","1","15","32","-86","-33","55","-51","302","32","male","4-year college degree (Bachelor's)"
"2019/01/15 5:57:25 AM EST","1","5","-90","50","1","15","15","80","10","56","51","302","28","Female","Master's degree"
"2019/01/15 6:01:40 AM EST","6","5","-300","25","1","20","30","-80","8","55","-50","100","22","male","4-year college degree (Bachelor's)"
"2019/01/15 6:05:11 AM EST","8","5","-88","304","1","33","56","-88","-33","56","30","84","","",""
"2019/01/15 6:24:48 AM EST","9","6","-88","37","1","15","32","-84","-33","56","51","300","33","male","Master's degree"
"2019/01/15 6:30:04 AM EST","3","4","-42","33","1","15","55","-86","-33","56","-15","86","47","m","4-year college degree (Bachelor's)"
"2019/01/15 6:51:37 AM EST","7","2","70","70","1","25","36","50","-70","56","50","200","34","female","Master's degree"
"2019/01/15 7:12:21 AM EST","6","6","-80","33","1","15","33","-86","-33","56","56","202","25","Male","Master's degree"
"2019/01/15 7:35:52 AM EST","7","7","88","26","1","15","36","-86","-26","56","-51","25","36","m","PhD or other advanced professional degree"
"2019/01/15 7:43:45 AM EST","7","5","56","320","1","15","32","85","15","53","52","320","40","man","High school/Secondary school/GED"
"2019/01/15 7:51:09 AM EST","10","6","-88","26","1","15","32","-88","-32","56","-51","302","29","male","Master's degree"
"2019/01/15 8:02:12 AM EST","10","2","-88","25","1","15","15","-88","-8","56","-51","300","30","male","Master's degree"
"2019/01/15 8:39:31 AM EST","7","7","84","86","1","30","32","84","33","52","-50","302","15","Gender?","High school/Secondary school/GED"
"2019/01/15 8:40:55 AM EST","5","10","88","25","1","15","32","84","32","56","51","302","36","M","Master's degree"
"2019/01/15 8:41:29 AM EST","5","8","30","33","3","5","20","84","8","56","-15","86","","","Master's degree"
"2019/01/15 8:44:51 AM EST","6","4","-81","","1","15","32","-84","-31","56","","302","34","male","Master's degree"
"2019/01/15 8:44:58 AM EST","5","2","88","25","1","15","32","-82","-50","51","-51","302","30","male","4-year college degree (Bachelor's)"
"2019/01/15 9:01:07 AM EST","8","3","-70","31","1","3","50","-80","-86","56","-51","301","33","m","Master's degree"
"2019/01/15 9:16:25 AM EST","1","2","-30","25","1","60","30","800","10","30","","15","56","Male","None / Don't know / Rather not say"
"2019/01/15 9:16:44 AM EST","7","5","-85","50","1","32","32","-80","-30","56","-50","302","29","Male","Master's degree"
"2019/01/15 9:48:00 AM EST","5","8","-25","25","1","15","35","84","32","54","54","302","22","Male","4-year college degree (Bachelor's)"
"2019/01/15 9:52:50 AM EST","8","7","88","200","1","15","36","88","33","56","-51","303","54","male","Master's degree"
"2019/01/15 10:16:29 AM EST","6","4","-88","32","1","15","33","-80","-30","56","-50","302","","","High school/Secondary school/GED"
"2019/01/15 10:29:29 AM EST","7","4","-86","36","1","1","","-80","5","58","10","306","40","","Master's degree"
"2019/01/15 10:32:29 AM EST","9","2","-51","32","1","15","31","-32","-32","48","-51","302","29","female","Master's degree"
"2019/01/15 11:11:05 AM EST","7","8","-88","33","1","15","30","-800","-30","60","-50","300","53","Male","Master's degree"
"2019/01/15 11:14:28 AM EST","5","4","-88","33","1","15","32","-86","-33","56","-51","303","37","Male","4-year college degree (Bachelor's)"
"2019/01/15 11:28:39 AM EST","6","5","85","25","1","15","36","-85","-30","56","30","301","49","m","Master's degree"
"2019/01/15 11:30:50 AM EST","7","7","-86","40","1","15","32","-84","-34","33","-54","84","31","Male","Master's degree"
"2019/01/15 11:34:01 AM EST","6","6","-52","82","1","32","23","-84","-25","56","-52","302","37","male","4-year college degree (Bachelor's)"
"2019/01/15 11:36:29 AM EST","7","5","-88","25","1","15","32","30","-25","56","56","302","27","  W","Master's degree"
"2019/01/15 11:44:55 AM EST","9","8","85","50","1","15","32","88","-50","54","-50","50","37","Male","Master's degree"
"2019/01/15 12:11:06 PM EST","6","3","-83","125","1","15","34","-84","-34","56","-22","303","19","Male","2-year college degree (Associate's)"
"2019/01/15 12:11:46 PM EST","7","7","-88","-33","20","30","50","33","-33","58","-50","33","31","male","4-year college degree (Bachelor's)"
"2019/01/15 12:12:06 PM EST","8","6","-75","25","1","15","32","-86","-40","56","-35","305","24","male","4-year college degree (Bachelor's)"
"2019/01/15 12:13:47 PM EST","7","2","-300","+30","1","15","30","-80","-30","70","-55","+300","40","Agender","PhD or other advanced professional degree"
"2019/01/15 12:14:11 PM EST","7","7","-88","0","1","15","33","-50","+50","55","-50","88","27","Male","4-year college degree (Bachelor's)"
"2019/01/15 12:15:05 PM EST","3","2","-300","400","1","21","23","-814","20","56","-50","3000","47","Male","4-year college degree (Bachelor's)"
"2019/01/15 12:15:18 PM EST","5","6","-88","-20","1","20","20","-10","-33","55","-50","301","25","Male","2-year college degree (Associate's)"
"2019/01/15 12:16:51 PM EST","6","6","33","-88","1","15","1","15","-33","53","33","-88","21","Male","4-year college degree (Bachelor's)"
"2019/01/15 12:17:24 PM EST","7","5","-88","36","1","15","32","-86","-32","56","-50","302","24","Female","4-year college degree (Bachelor's)"
"2019/01/15 12:17:32 PM EST","9","1","-56","25","1.71","15","32","-86","-33","56","-50","309","33","agender","Master's degree"
"2019/01/15 12:17:36 PM EST","8","8","-88","56","1","15","32","-33","23","56","-51","56","27","female","PhD or other advanced professional degree"
"2019/01/15 12:18:24 PM EST","5","5","82","67","1","15","36","89","33","56","51","56","26","Female","4-year college degree (Bachelor's)"
"2019/01/15 12:19:11 PM EST","7","7","-88","25","1","25","30","84","33","54","50","306","30","Cis male","4-year college degree (Bachelor's)"
"2019/01/15 12:21:52 PM EST","6","2","-82","300","1","15","30","-30","10","80","-20","200","30","M","PhD or other advanced professional degree"
"2019/01/15 12:23:00 PM EST","6","5","-88","320","1","10","10","-84","-42","51","-15","320","27","Male","4-year college degree (Bachelor's)"
"2019/01/15 12:23:27 PM EST","5","4","-88","25","1","15","28","84","15","56","-50","40","23","male","High school/Secondary school/GED"
"2019/01/15 12:24:10 PM EST","7","2","-30","0","1","15","0","-84","-33","56","-51","302","","",""
"2019/01/15 12:24:32 PM EST","5","3","-88","306","1","15","32","-84","-30","56","-51","300","","","PhD or other advanced professional degree"
"2019/01/15 12:24:43 PM EST","5","3","-88","25","1","15","32","-85","-33","56","51","-302","18","Male","High school/Secondary school/GED"
"2019/01/15 12:26:47 PM EST","5","4","15","15","1","15","32","-86","-33","55.8","-24","15","20","male","High school/Secondary school/GED"
"2019/01/15 12:26:47 PM EST","9","8","-85","25","1","5","1","81","25","51","35","-82","22","Male","High school/Secondary school/GED"
"2019/01/15 12:27:52 PM EST","2","2","38","58","1","33","58","-88","-30","52","-30","56","27","Male","High school/Secondary school/GED"
"2019/01/15 12:30:36 PM EST","","","-80","38","1","28","32","-85","38","62","-300","300","23","Male","4-year college degree (Bachelor's)"
"2019/01/15 12:30:52 PM EST","8","7","-30","26","1","15","36","-84","-30","56","-54","300","24","Male","None / Don't know / Rather not say"
"2019/01/15 12:32:34 PM EST","6","3","-88","33","1","25","32","-84","-33","56","-51","40","21","male","2-year college degree (Associate's)"
"2019/01/15 12:34:35 PM EST","7","4","-88","25","1","15","23","-90","30","56","-25","300","17","Female ","High school/Secondary school/GED"
"2019/01/15 12:38:01 PM EST","6","7","-12","300","1","11","32","50","10","20","-51","300","33","female","4-year college degree (Bachelor's)"
"2019/01/15 12:38:54 PM EST","2","5","-90","50","1","15","33","-80","50","56","-50","300","25","M","4-year college degree (Bachelor's)"
"2019/01/15 12:44:32 PM EST","7","7","-80","","1","15","30","-40","-30","56","-51","300","41","female","Master's degree"
"2019/01/15 12:45:06 PM EST","7","2","-88","50","1","25","35","-84","-32","54","-20","302","28","male","4-year college degree (Bachelor's)"
"2019/01/15 12:45:10 PM EST","5","6","-88","26","1","15","32","-30","-26","51","-51","300","21","male","High school/Secondary school/GED"
"2019/01/15 12:47:47 PM EST","8","3","-35","25","1","15","33","-84","-32","56","-51","301","27","male","2-year college degree (Associate's)"
"2019/01/15 12:48:16 PM EST","1","8","-88","25","1","15","32","-84","33","56","-51","302","38","male","PhD or other advanced professional degree"
"2019/01/15 12:49:54 PM EST","6","3","10","25","1","15","36","-80","-25","52","-50","316","17","Nonbinary","High school/Secondary school/GED"
"2019/01/15 12:50:10 PM EST","5","7","-38","300","1","15","25","-84","-25","54","-51","50","23","male","High school/Secondary school/GED"
"2019/01/15 12:53:50 PM EST","7","4","-93","10","1","20","30","-80","-10","51","-70","302","29","Female","4-year college degree (Bachelor's)"
"2019/01/15 1:00:13 PM EST","6","8","-15","30","1","15","33","-33","-50","51","-51","300","20","Male","High school/Secondary school/GED"
"2019/01/15 1:01:11 PM EST","4","2","-88","60","1","15","34","-84","-33","56","-59","302","21","Male","2-year college degree (Associate's)"
"2019/01/15 1:07:01 PM EST","4","6","-33","300","1","26","32","-26","34","52","-15","300","45","Male","4-year college degree (Bachelor's)"
"2019/01/15 1:08:23 PM EST","7","3","-90","30","1","15","35","-64","-25","54","-50","30","25","Male","4-year college degree (Bachelor's)"
"2019/01/15 1:16:35 PM EST","9","5","-88","25","1","15","35","-85","-15","56","-50","25","51","male","4-year college degree (Bachelor's)"
"2019/01/15 1:22:31 PM EST","7","7","-88","24","1","","32","","-42","64","-32","302","21","Female ","4-year college degree (Bachelor's)"
"2019/01/15 1:22:33 PM EST","7","7","88","90","1","15","34","84","-34","54","54","300","28","Female","Master's degree"
"2019/01/15 1:23:07 PM EST","6","5","84","300","1","15","32","84","","50","-30","300","51","Female","4-year college degree (Bachelor's)"
"2019/01/15 1:26:09 PM EST","5","3","-88","25","1","15","33","-84","-33","52","-45","33","26","male","Master's degree"
"2019/01/15 1:33:13 PM EST","3","5","-88","300","1","45","5","-86","10","56","-10","302","35","","PhD or other advanced professional degree"
"2019/01/15 1:36:59 PM EST","7","4","-88","25","1","15","32","-86","-33","51","-25","302","22","Male","4-year college degree (Bachelor's)"
"2019/01/15 1:42:45 PM EST","1","3","-88","25","1","15","32","-80","","51","-50","202","23","Cis M","High school/Secondary school/GED"
"2019/01/15 1:52:14 PM EST","8","3","-88","302","1","15","32","0","31","56","-51","67","","",""
"2019/01/15 1:55:44 PM EST","8","5","-88","50","1","15","35","-84","-33","54","-51","302","38","F","Master's degree"
"2019/01/15 2:11:52 PM EST","7","8","-70","25","1","10","30","-90","-16","53","-50","25","20","Man","High school/Secondary school/GED"
"2019/01/15 2:15:08 PM EST","6","5","-85","25","1","12","25","-85","-15","56","-60","302","21","They/them","High school/Secondary school/GED"
"2019/01/15 2:24:17 PM EST","5","3","-80","30","1","15","32","-80","-30","56","-50","+300","32","Male","4-year college degree (Bachelor's)"
"2019/01/15 2:25:29 PM EST","4","1","83","15","1","15","33","-83","15","56","-5","302","16","Female","High school/Secondary school/GED"
"2019/01/15 2:26:08 PM EST","8","7","-8","-28","1","28","32","-58","-28","58","-52","302","22","Male","Grade school/Primary school"
"2019/01/15 2:34:48 PM EST","4","3","-80","60","1","26","13","-56","-40","56","-53","302","","",""
"2019/01/15 2:37:27 PM EST","10","6","-30","30","1","","32","-30","-15","56","-15","304","19","Male","2-year college degree (Associate's)"
"2019/01/15 3:05:14 PM EST","8","5","-88","-32","1","16","32","23","-32","56","-56","302","40","","PhD or other advanced professional degree"
"2019/01/15 3:16:08 PM EST","10","8","58","52","1","16","32","84","32","56","30","25","62","male","Master's degree"
"2019/01/15 3:16:42 PM EST","6","3","85","25","1","15","32","-82","30","56","50","302","35","men","Master's degree"
"2019/01/15 3:35:48 PM EST","4","3","85","30","1","15","35","-88","20","50","-51","308","26","Mqle","PhD or other advanced professional degree"
"2019/01/15 3:36:31 PM EST","6","7","-88","80","","15","15","-80","-15","60","-30","300","33","Male","4-year college degree (Bachelor's)"
"2019/01/15 3:36:46 PM EST","5","3","-88","25","1","20","33","-88","-33","56","-25","200","29","male","Master's degree"
"2019/01/15 3:37:55 PM EST","10","3","-88","25","1","15","32","-88","-33","51","-51","302","29","Male","Master's degree"
"2019/01/15 3:39:17 PM EST","8","6","-88","25","1","12","32","-56","-11","56","-85","302","47","female","4-year college degree (Bachelor's)"
"2019/01/15 3:40:29 PM EST","3","2","-50","50","1","15","33","-20","-30","50","-50","400","24","Male","4-year college degree (Bachelor's)"
"2019/01/15 3:42:34 PM EST","7","3","-60","+25","1","15","30","-30","-30","","-50","300","34","m","Master's degree"
"2019/01/15 3:44:11 PM EST","7","8","55","21","1","15","32","-60","20","56","-51","44","54","","PhD or other advanced professional degree"
"2019/01/15 3:45:14 PM EST","7","7","-50","300","1","10","30","-300","-20","55","-50","30","41","Male","2-year college degree (Associate's)"
"2019/01/15 3:45:35 PM EST","3","1","-74","24","1","15","34","-88","-34","55","-50","+302","47","male","4-year college degree (Bachelor's)"
"2019/01/15 3:46:31 PM EST","2","2","-88","30","1","15","32","-1000","-33","56","-50","300","45","M","4-year college degree (Bachelor's)"
"2019/01/15 3:47:05 PM EST","8","8","-88","56","1","13","32","-20","-23","61","15","42","30","Male","Master's degree"
"2019/01/15 3:47:28 PM EST","8","3","","26","","","","","","","","","","","Master's degree"
"2019/01/15 3:47:32 PM EST","3","4","-75","20","1","2","30","-80","-33","80","-70","400","37","Male","4-year college degree (Bachelor's)"
"2019/01/15 3:49:08 PM EST","2","2","-88","25","1","15","32","-82","-33","56","-33","34","21","male","High school/Secondary school/GED"
"2019/01/15 3:50:59 PM EST","6","7","-80","0","1","25","-30","-80","-33","56","-14","300","37","male","PhD or other advanced professional degree"
"2019/01/15 3:53:16 PM EST","1","8","-60","30","1","16","30","-88","-16","56","-30","302","","Male","Master's degree"
"2019/01/15 3:55:51 PM EST","7","5","88","56","1","13","32","-86","-32","56","-56","302","","","Master's degree"
"2019/01/15 3:56:35 PM EST","10","7","-56","25","1","15","32","-80","-88","56","-51","302","55","","PhD or other advanced professional degree"
"2019/01/15 4:00:39 PM EST","5","3","-88","50","1","15","30","-87","-33","56","-50","350","19","Male","None / Don't know / Rather not say"
"2019/01/15 4:01:11 PM EST","7","4","-75","25","1","33","32","-84","-33","56","-42","302","19","male","High school/Secondary school/GED"
"2019/01/15 4:02:15 PM EST","8","7","-86","25","1","30","36","-80","","52","-50","302","21","Male","4-year college degree (Bachelor's)"
"2019/01/15 4:06:04 PM EST","8","3","84","36","1","15","15","86","53","56","82","56","34","Male","Master's degree"
"2019/01/15 4:08:17 PM EST","3","4","-80","30","1","15","30","-80","30","55","-50","300","36","","2-year college degree (Associate's)"
"2019/01/15 4:08:28 PM EST","6","5","-88","33","1","16","25","-90","1","56","-51","66","46","Male ","Master's degree"
"2019/01/15 4:10:55 PM EST","2","6","-88","-23","1","15","20","-88","32","88","-33","302","36","Make","PhD or other advanced professional degree"
"2019/01/15 4:17:21 PM EST","2","4","-90","-24","1","15","35","-23","130","56","-25","312","62","M","4-year college degree (Bachelor's)"
"2019/01/15 4:20:52 PM EST","6","5","-88","30","1","15","30","-30","-10","50","-5","300","34","male","Master's degree"
"2019/01/15 4:23:00 PM EST","7","6","-86","25","1","15","32","-82","-16","82","-51","302","44","M","4-year college degree (Bachelor's)"
"2019/01/15 4:31:37 PM EST","3","4","-88","20","8","43","30","-84","10","56","-74","302","22","male","4-year college degree (Bachelor's)"
"2019/01/15 4:32:33 PM EST","3","7","-86","15","1","33","33","-15","","","","","44","Male","PhD or other advanced professional degree"
"2019/01/15 4:32:52 PM EST","2","3","-5","300","1","12","36","-300","-36","32","-51","300","46","Male ","4-year college degree (Bachelor's)"
"2019/01/15 4:33:54 PM EST","6","2","80","66","3","33","30","66","33","56","33","320","55","M","4-year college degree (Bachelor's)"
"2019/01/15 4:35:02 PM EST","8","7","-76","56","1","13","33","-88","-33","53","-15","302","28","Male","Master's degree"
"2019/01/15 4:37:12 PM EST","2","7","-30","25","1","15","33","-10","-10","55","-20","25","32","Female","PhD or other advanced professional degree"
"2019/01/15 4:39:26 PM EST","6","5","-70","25","1","20","40","-50","-30","56","-40","50","36","F","PhD or other advanced professional degree"
"2019/01/15 4:40:44 PM EST","7","6","-88","25","1","15","32","-86","-33","56","-53","302","35","Male","2-year college degree (Associate's)"
"2019/01/15 4:41:46 PM EST","3","3","88","30","1","15","32","44","11","65","-50","302","27","Male","Master's degree"
"2019/01/15 4:43:21 PM EST","4","3","-88","-40","1","15","32","-84","-33","56","-50","300","29","male","PhD or other advanced professional degree"
"2019/01/15 4:59:12 PM EST","10","3","-88","25","8","5","32","84","33","56","-52","302","33","male","High school/Secondary school/GED"
"2019/01/15 5:02:27 PM EST","7","7","-75","380","1","20","15","80","-83","85","+52","300","49","Male","Master's degree"
"2019/01/15 5:04:37 PM EST","6","2","-86","15","1","15","8","-84","-11","55","-50","302","25","Male","Master's degree"
"2019/01/15 5:13:10 PM EST","7","4","-80","25","1","15","32","-80","-30","53","-51","300","35","Male","4-year college degree (Bachelor's)"
"2019/01/15 5:14:00 PM EST","3","3","","","1","32","","","","","","302","37","","4-year college degree (Bachelor's)"
"2019/01/15 5:17:42 PM EST","10","3","-80","20","1","15","32","-72","-30","35","-50","300","50","Male","4-year college degree (Bachelor's)"
"2019/01/15 5:21:41 PM EST","6","5","-88","25","1","15","32","-150","-16","56","-50","300","24","Male","High school/Secondary school/GED"
"2019/01/15 5:37:27 PM EST","9","5","-80","31","1","15","32","5","1","24","-51","300","52","Female","Master's degree"
"2019/01/15 5:37:50 PM EST","2","3","-30","20","1","10","10","-85","-50","70","-51","305","","","4-year college degree (Bachelor's)"
"2019/01/15 5:57:35 PM EST","8","6","-300","300","1","15","25","-30","-10","50","10","300","","Male","4-year college degree (Bachelor's)"
"2019/01/15 6:01:35 PM EST","4","6","-88","51","1","15","32","-88","-33","56","25","302","24","Male","4-year college degree (Bachelor's)"
"2019/01/15 6:14:34 PM EST","10","8","80","-35","1","35","15","80","40","56","51","302","59","Male","Master's degree"
"2019/01/15 6:15:34 PM EST","7","9","-51","25","1","15","35","-84","-33","56","-56","85","49","Female","4-year college degree (Bachelor's)"
"2019/01/15 6:19:38 PM EST","6","4","-50","120","1","15","30","-80","-25","56","-50","302","53","male","Master's degree"
"2019/01/15 6:30:19 PM EST","10","6","34","256","1","1512","5625","86","24","56","34","62","57","Female","4-year college degree (Bachelor's)"
"2019/01/15 6:31:10 PM EST","6","4","88","","1","15","32","-50","-33","56","-30","302","","",""
"2019/01/15 7:19:49 PM EST","9","7","-88","200","1","30","30","-88","-30","56","-52","300","65","M","Master's degree"
"2019/01/15 7:39:10 PM EST","6","3","-84","25","1","15","32","-84","33","51","-51","302","29","M","PhD or other advanced professional degree"
"2019/01/15 7:43:21 PM EST","4","5","-88","16","1","15","32","-84","-15","60","-55","302","28","Male","PhD or other advanced professional degree"
"2019/01/15 8:04:18 PM EST","8","5","-88","25","1","16","32","-84","-33","56","-55","302","39","M","Master's degree"
"2019/01/15 8:57:32 PM EST","7","8","-80","50","1","15","30","-80","-31","56","-50","302","50","Male","Master's degree"
"2019/01/15 9:07:46 PM EST","8","6","88","25","1","18","25","-80","30","58","-50","30","28","",""
"2019/01/15 9:09:16 PM EST","4","3","-50","300","1","25","25","-80","50","55","-50","300","","","4-year college degree (Bachelor's)"
"2019/01/15 9:15:09 PM EST","9","8","","19","1","15","2","-60","","55","","300","21","male","4-year college degree (Bachelor's)"
"2019/01/15 9:28:10 PM EST","3","3","-88.2","102","1","15","32","-82","-40","60","-52","301","29","Male","4-year college degree (Bachelor's)"
"2019/01/15 10:09:14 PM EST","5","3","-25","25","1","15","10","-32","-15","56","-50","302","26","NB","4-year college degree (Bachelor's)"
"2019/01/15 10:19:54 PM EST","7","1","-80","82","1","25","32","-82","-30","56","-56","500","","",""
